id,balance,sex,education,marriage,age,default
21295,280000,1,2,1,50,1
21296,10000,1,2,1,50,1
21297,280000,1,2,1,49,1
21298,50000,1,1,1,63,1
21299,50000,1,2,2,56,1
21300,280000,1,2,1,53,2
21301,20000,1,2,1,50,1
21302,80000,1,2,1,51,2
21303,50000,1,2,1,51,1
21304,360000,1,1,1,51,2
21305,260000,1,1,1,50,1
21306,20000,1,3,1,60,1
21307,110000,1,2,1,51,1
21308,20000,1,2,2,52,2
21309,20000,1,5,2,55,2
21310,70000,1,1,1,60,1
21311,30000,1,3,1,52,2
21312,230000,1,3,1,61,2
21313,160000,1,3,1,57,2
21314,30000,1,3,1,50,1
21315,50000,1,3,3,52,2
21316,210000,1,3,1,47,1
21317,50000,1,3,2,60,1
21318,150000,1,1,1,55,2
21319,660000,1,1,2,55,1
21320,100000,1,2,1,47,1
21321,700000,1,2,1,50,1
21322,300000,1,1,1,50,2
21323,320000,1,1,1,50,1
21324,250000,1,1,1,50,1
21325,150000,1,1,2,50,1
21326,200000,1,1,2,50,2
21327,50000,1,3,2,52,2
21328,320000,1,1,1,52,1
21329,20000,1,3,1,51,1
21330,170000,1,2,1,64,1
21331,50000,1,2,1,52,2
21332,130000,1,2,1,52,1
21333,150000,1,1,1,59,1
21334,500000,1,1,1,53,1
21335,410000,1,2,1,54,1
21336,50000,1,2,1,53,1
21337,200000,1,6,1,66,1
21338,230000,1,3,1,55,1
21339,20000,1,3,2,53,2
21340,300000,1,3,1,53,1
21341,20000,1,3,3,57,1
21342,380000,1,1,1,55,1
21343,150000,1,2,1,57,2
21344,20000,1,2,1,53,1
21345,130000,1,3,2,56,1
21346,350000,1,1,1,57,1
21347,440000,1,1,1,64,1
21348,170000,1,2,1,54,1
21349,70000,1,1,1,67,1
21350,270000,1,1,1,58,1
21351,500000,1,2,1,59,1
21352,200000,1,3,1,60,1
21353,290000,1,3,1,55,1
21354,50000,1,1,2,54,1
21355,20000,1,3,1,57,2
21356,80000,1,3,1,56,1
21357,70000,1,2,2,55,1
21358,50000,1,3,1,53,1
21359,160000,1,2,1,55,1
21360,70000,1,1,3,57,1
21361,230000,1,1,2,59,1
21362,180000,1,2,1,70,1
21363,20000,1,2,2,56,1
21364,350000,1,1,1,70,1
21365,70000,1,2,1,54,1
21366,20000,1,2,2,54,1
21367,180000,1,2,2,56,1
21368,320000,1,3,1,56,1
21369,50000,1,2,1,53,1
21370,50000,1,2,1,56,1
21371,180000,1,2,1,55,2
21372,130000,1,2,1,55,1
21373,20000,1,3,2,57,1
21374,500000,1,2,1,54,1
21375,50000,1,2,1,58,1
21376,760000,1,3,1,54,1
21377,20000,1,2,1,55,2
21378,200000,1,1,1,54,1
21379,500000,1,2,1,59,1
21380,70000,1,1,1,54,1
21381,50000,1,2,1,54,2
21382,680000,1,2,2,64,1
21383,290000,1,2,1,53,1
21384,450000,1,1,1,53,1
21385,370000,1,1,1,68,1
21386,80000,1,1,1,53,1
21387,40000,1,1,1,57,1
21388,60000,1,1,1,54,1
21389,300000,1,1,1,58,1
21390,430000,1,1,1,69,1
21391,190000,1,3,1,67,1
21392,200000,1,2,1,65,1
21393,150000,1,1,1,54,2
21394,200000,1,1,1,58,2
21395,50000,1,1,1,58,1
21396,300000,1,1,1,55,1
21397,480000,1,2,1,53,1
21398,290000,1,3,1,53,1
21399,360000,1,1,1,54,2
21400,110000,1,2,1,56,1
21401,220000,2,1,2,27,1
21402,120000,2,2,3,59,2
21403,50000,2,3,2,26,2
21404,70000,2,2,1,37,1
21405,30000,2,2,2,35,1
21406,60000,2,2,1,32,1
21407,110000,2,2,2,28,2
21408,30000,2,3,1,30,1
21409,60000,2,3,1,34,1
21410,60000,2,1,2,26,1
21411,30000,2,2,2,24,1
21412,60000,2,3,1,49,1
21413,180000,2,4,2,26,1
21414,240000,2,2,1,34,1
21415,220000,2,1,2,30,1
21416,100000,2,3,1,35,1
21417,180000,2,1,2,27,1
21418,140000,2,2,1,26,1
21419,60000,2,2,1,27,2
21420,90000,2,3,1,56,1
21421,50000,2,2,2,27,2
21422,290000,2,1,2,28,1
21423,400000,2,1,2,47,1
21424,60000,2,2,2,35,1
21425,60000,2,2,2,29,1
21426,180000,2,2,2,29,2
21427,130000,2,2,2,24,1
21428,110000,2,1,2,24,2
21429,160000,2,2,2,35,1
21430,500000,2,1,2,25,1
21431,160000,2,1,2,26,1
21432,80000,2,1,2,29,1
21433,70000,2,1,2,28,1
21434,130000,2,5,2,27,1
21435,20000,2,3,1,23,1
21436,90000,2,3,2,27,2
21437,30000,2,1,2,24,1
21438,360000,2,2,2,25,2
21439,150000,2,2,2,30,1
21440,360000,2,2,1,26,2
21441,160000,2,1,2,29,1
21442,120000,2,3,1,51,1
21443,160000,2,2,1,25,1
21444,190000,2,1,2,27,1
21445,110000,2,1,2,28,1
21446,290000,2,2,2,26,1
21447,20000,2,1,2,24,1
21448,200000,2,1,2,28,1
21449,440000,2,1,2,30,1
21450,70000,2,1,2,27,2
21451,160000,2,2,2,24,1
21452,120000,2,2,2,30,1
21453,20000,2,3,1,22,1
21454,310000,2,1,2,27,1
21455,80000,2,3,1,29,1
21456,180000,2,2,2,29,1
21457,250000,2,1,2,28,2
21458,180000,2,2,2,24,2
21459,130000,2,2,2,29,2
21460,330000,2,3,1,27,1
21461,310000,2,2,2,29,1
21462,70000,2,1,2,25,1
21463,30000,2,2,2,29,2
21464,290000,2,2,1,29,2
21465,260000,2,1,2,29,2
21466,250000,2,1,2,26,1
21467,120000,2,2,2,28,2
21468,230000,2,1,2,26,1
21469,390000,2,1,2,27,1
21470,30000,2,2,1,28,1
21471,50000,2,2,2,26,2
21472,180000,2,1,2,28,1
21473,500000,2,2,2,34,1
21474,50000,2,1,2,29,1
21475,80000,2,2,1,28,1
21476,460000,2,2,1,28,1
21477,150000,2,3,1,28,1
21478,50000,2,2,1,27,1
21479,20000,2,1,2,27,1
21480,350000,2,1,2,33,1
21481,20000,2,2,1,24,2
21482,400000,2,1,2,29,1
21483,490000,2,2,2,35,1
21484,280000,2,1,2,30,1
21485,50000,2,2,2,23,1
21486,20000,2,2,1,24,2
21487,90000,2,1,2,27,1
21488,150000,2,1,2,29,1
21489,70000,2,1,2,28,1
21490,230000,2,1,2,30,1
21491,200000,2,2,2,29,1
21492,500000,2,2,2,28,1
21493,160000,2,2,2,28,1
21494,250000,2,2,1,29,2
21495,60000,2,2,2,27,2
21496,180000,2,2,2,25,1
21497,500000,2,1,1,34,1
21498,50000,2,2,1,25,1
21499,140000,2,2,1,30,1
21500,460000,2,1,2,28,1
21501,160000,2,2,2,39,2
21502,50000,2,1,2,29,1
21503,110000,2,1,2,26,1
21504,100000,2,2,2,24,1
21505,80000,2,1,2,29,1
21506,230000,2,1,2,27,1
21507,280000,2,2,1,38,1
21508,20000,2,2,2,22,2
21509,30000,2,2,2,22,2
21510,30000,2,2,1,23,2
21511,30000,2,1,2,23,1
21512,30000,2,2,2,23,2
21513,110000,2,2,2,24,1
21514,30000,2,2,2,25,1
21515,220000,2,2,2,25,1
21516,20000,2,2,2,26,1
21517,60000,2,2,2,26,1
21518,90000,2,3,1,48,1
21519,100000,2,1,2,30,1
21520,70000,2,2,1,33,1
21521,210000,2,2,2,28,1
21522,50000,2,2,2,22,1
21523,50000,2,1,2,22,1
21524,20000,2,2,2,22,2
21525,130000,2,3,2,23,2
21526,360000,2,1,1,44,1
21527,200000,2,1,2,26,1
21528,130000,2,1,1,35,1
21529,100000,2,2,1,23,1
21530,80000,2,2,2,22,1
21531,60000,2,2,2,22,2
21532,50000,2,2,2,23,1
21533,10000,2,2,2,23,2
21534,30000,2,3,2,23,2
21535,50000,2,2,2,23,1
21536,50000,2,1,2,22,2
21537,30000,2,2,2,22,2
21538,50000,2,2,2,22,1
21539,70000,2,2,2,22,1
21540,20000,2,1,2,22,2
21541,30000,2,2,2,22,1
21542,30000,2,2,2,24,1
21543,80000,2,2,2,24,1
21544,130000,2,1,2,24,1
21545,10000,2,2,2,23,1
21546,70000,2,3,2,23,1
21547,20000,2,2,2,21,1
21548,20000,2,2,2,22,1
21549,30000,2,2,2,22,1
21550,50000,2,3,2,22,1
21551,20000,2,2,2,24,1
21552,60000,2,2,2,22,2
21553,50000,2,2,2,23,1
21554,20000,2,1,2,22,1
21555,30000,2,2,2,22,1
21556,20000,2,2,2,23,2
21557,10000,2,1,2,23,1
21558,50000,2,1,2,22,1
21559,70000,2,1,1,22,1
21560,20000,2,3,0,23,1
21561,50000,2,2,2,23,1
21562,30000,2,2,1,23,1
21563,50000,2,2,2,22,1
21564,30000,2,3,2,23,1
21565,80000,2,2,2,23,1
21566,50000,2,3,2,23,1
21567,20000,2,1,2,24,1
21568,30000,2,1,2,25,1
21569,80000,2,1,2,25,2
21570,140000,2,1,2,25,1
21571,210000,2,2,2,26,1
21572,200000,2,1,2,26,1
21573,20000,2,2,2,22,1
21574,30000,2,2,1,22,2
21575,150000,2,3,2,23,1
21576,60000,2,1,2,24,1
21577,20000,2,2,2,21,1
21578,150000,2,1,2,25,1
21579,70000,2,1,2,25,1
21580,60000,2,2,1,30,2
21581,30000,2,3,1,23,2
21582,330000,2,2,2,31,1
21583,20000,2,3,2,22,2
21584,180000,2,2,1,35,1
21585,20000,2,1,2,23,1
21586,130000,2,2,2,24,1
21587,30000,2,2,2,25,2
21588,30000,2,2,2,22,1
21589,500000,2,1,2,37,1
21590,450000,2,1,1,38,1
21591,50000,2,2,2,22,1
21592,60000,2,2,2,24,1
21593,130000,2,2,2,22,1
21594,280000,2,2,2,25,1
21595,100000,2,2,1,26,1
21596,60000,2,1,2,24,1
21597,80000,2,1,2,25,1
21598,130000,2,1,2,27,1
21599,30000,2,2,2,21,1
21600,50000,2,2,2,22,1
21601,50000,2,2,2,23,2
21602,50000,2,3,2,23,2
21603,90000,2,2,2,23,2
21604,70000,2,1,2,23,1
21605,110000,2,2,2,25,1
21606,80000,2,2,2,25,1
21607,50000,2,3,2,23,1
21608,130000,2,2,2,23,1
21609,130000,2,1,2,24,1
21610,60000,2,2,2,24,2
21611,140000,2,3,2,24,1
21612,110000,2,2,2,24,1
21613,100000,2,2,2,24,2
21614,20000,2,2,1,24,1
21615,90000,2,2,2,24,1
21616,50000,2,2,1,24,1
21617,30000,2,2,2,24,1
21618,130000,2,2,1,23,2
21619,50000,2,2,2,26,1
21620,80000,2,2,1,23,1
21621,50000,2,2,2,23,1
21622,130000,2,1,2,24,1
21623,20000,2,1,2,24,1
21624,120000,2,1,2,24,1
21625,20000,2,2,2,24,1
21626,80000,2,2,2,24,1
21627,50000,2,1,2,24,1
21628,100000,2,1,2,24,1
21629,70000,2,2,2,24,1
21630,90000,2,2,1,25,1
21631,280000,2,2,2,25,1
21632,400000,2,1,2,26,1
21633,130000,2,3,2,26,1
21634,30000,2,5,2,22,2
21635,50000,2,3,2,23,2
21636,80000,2,2,2,23,2
21637,50000,2,3,2,22,1
21638,10000,2,1,2,23,1
21639,90000,2,2,2,24,1
21640,50000,2,1,2,24,2
21641,100000,2,2,2,24,1
21642,90000,2,2,1,25,2
21643,100000,2,1,2,25,1
21644,310000,2,1,2,26,1
21645,210000,2,1,2,26,1
21646,340000,2,2,2,25,1
21647,30000,2,2,1,25,2
21648,70000,2,2,2,25,2
21649,450000,2,1,2,25,1
21650,110000,2,1,2,26,1
21651,30000,2,2,1,26,1
21652,10000,2,2,2,26,2
21653,50000,2,1,2,26,1
21654,120000,2,1,2,27,1
21655,210000,2,1,2,27,1
21656,260000,2,2,2,27,1
21657,300000,2,1,2,27,1
21658,160000,2,1,2,27,1
21659,30000,2,2,2,27,1
21660,120000,2,2,1,22,1
21661,70000,2,2,2,23,1
21662,90000,2,1,2,23,1
21663,60000,2,2,2,24,1
21664,60000,2,1,2,24,1
21665,50000,2,1,2,22,1
21666,100000,2,1,2,23,1
21667,50000,2,2,1,24,1
21668,20000,2,2,2,24,2
21669,80000,2,1,2,24,1
21670,300000,2,5,2,26,1
21671,100000,2,2,2,23,1
21672,140000,2,2,2,25,2
21673,80000,2,2,2,23,2
21674,60000,2,3,2,23,1
21675,230000,2,2,2,23,1
21676,120000,2,2,2,25,1
21677,50000,2,1,2,23,1
21678,60000,2,1,2,24,1
21679,50000,2,2,2,24,1
21680,210000,2,2,1,25,1
21681,90000,2,2,2,23,1
21682,20000,2,1,2,24,1
21683,130000,2,2,2,22,1
21684,20000,2,2,2,22,1
21685,90000,2,2,2,24,1
21686,30000,2,1,2,23,1
21687,30000,2,2,1,23,1
21688,150000,2,2,2,24,1
21689,20000,2,1,2,24,2
21690,80000,2,3,1,25,1
21691,40000,2,2,2,25,1
21692,240000,2,1,2,27,1
21693,100000,2,5,2,27,1
21694,100000,2,1,2,30,1
21695,150000,2,3,2,25,1
21696,270000,2,2,2,25,1
21697,400000,2,2,2,24,1
21698,50000,2,1,2,25,1
21699,80000,2,1,2,25,1
21700,20000,2,2,2,25,1
21701,240000,2,3,2,25,1
21702,70000,2,2,2,25,2
21703,50000,2,2,2,26,1
21704,70000,2,1,2,23,1
21705,170000,2,5,2,24,1
21706,110000,2,3,2,26,1
21707,100000,2,1,1,26,1
21708,10000,2,1,2,23,2
21709,230000,2,2,2,23,1
21710,230000,2,2,2,23,1
21711,60000,2,2,1,23,1
21712,50000,2,3,2,23,1
21713,110000,2,1,2,23,1
21714,180000,2,3,2,42,1
21715,80000,2,2,2,24,1
21716,30000,2,2,2,24,2
21717,50000,2,3,2,24,1
21718,190000,2,1,2,26,1
21719,120000,2,2,2,26,1
21720,30000,2,2,1,21,1
21721,20000,2,2,2,21,1
21722,60000,2,1,2,22,1
21723,20000,2,1,2,22,1
21724,50000,2,2,2,23,2
21725,30000,2,3,2,26,1
21726,150000,2,2,2,27,1
21727,50000,2,1,2,22,2
21728,210000,2,2,2,26,1
21729,130000,2,3,1,25,1
21730,50000,2,2,1,26,1
21731,200000,2,1,2,26,1
21732,180000,2,1,1,26,1
21733,190000,2,1,2,26,2
21734,160000,2,3,2,24,1
21735,130000,2,1,2,23,1
21736,50000,2,1,2,23,1
21737,30000,2,3,1,21,1
21738,20000,2,1,2,23,1
21739,110000,2,2,2,23,1
21740,50000,2,3,2,24,2
21741,50000,2,1,2,24,2
21742,80000,2,2,2,23,1
21743,20000,2,2,1,24,2
21744,20000,2,2,1,24,1
21745,150000,2,1,2,23,1
21746,50000,2,1,2,23,1
21747,20000,2,1,2,24,1
21748,130000,2,1,1,23,1
21749,130000,2,2,2,25,1
21750,60000,2,2,2,24,1
21751,110000,2,2,2,24,1
21752,80000,2,2,2,22,1
21753,50000,2,1,2,24,1
21754,80000,2,2,2,24,1
21755,150000,2,1,2,24,1
21756,50000,2,1,2,24,1
21757,270000,2,2,1,25,1
21758,180000,2,1,2,23,1
21759,80000,2,1,2,24,1
21760,50000,2,2,2,24,2
21761,210000,2,2,2,24,2
21762,90000,2,2,2,24,1
21763,130000,2,1,2,24,1
21764,60000,2,2,2,24,1
21765,320000,2,1,2,24,1
21766,130000,2,1,2,25,1
21767,180000,2,2,2,25,1
21768,100000,2,3,2,25,1
21769,80000,2,2,2,25,1
21770,90000,2,4,2,25,2
21771,310000,2,1,2,25,1
21772,360000,2,2,2,25,1
21773,180000,2,1,2,26,1
21774,40000,2,1,2,24,1
21775,20000,2,1,2,24,2
21776,90000,2,2,1,24,1
21777,210000,2,2,2,25,1
21778,180000,2,2,2,25,1
21779,220000,2,2,2,25,2
21780,150000,2,1,2,25,1
21781,50000,2,2,2,25,1
21782,20000,2,1,2,25,2
21783,130000,2,1,2,25,1
21784,200000,2,1,2,25,1
21785,320000,2,3,2,25,1
21786,90000,2,2,2,25,1
21787,160000,2,2,1,25,2
21788,210000,2,1,1,26,1
21789,360000,2,1,2,26,1
21790,220000,2,2,2,26,2
21791,200000,2,1,2,25,1
21792,60000,2,4,2,27,1
21793,30000,2,2,2,24,1
21794,50000,2,3,1,24,1
21795,90000,2,1,2,25,1
21796,110000,2,2,2,25,1
21797,140000,2,2,2,25,1
21798,200000,2,2,2,25,1
21799,30000,2,2,2,25,1
21800,50000,2,1,2,25,1
21801,50000,2,1,2,25,2
21802,50000,2,1,2,25,1
21803,80000,2,3,1,24,1
21804,240000,2,4,2,25,1
21805,120000,2,3,2,25,2
21806,200000,2,1,2,26,1
21807,140000,2,1,2,26,1
21808,360000,2,2,2,26,1
21809,70000,2,2,1,26,1
21810,170000,2,2,2,26,2
21811,140000,2,3,2,26,2
21812,20000,2,2,2,24,2
21813,50000,2,1,2,24,1
21814,110000,2,1,2,25,1
21815,180000,2,2,2,26,1
21816,90000,2,2,2,25,2
21817,120000,2,1,2,26,1
21818,140000,2,1,2,26,1
21819,290000,2,2,1,26,2
21820,310000,2,1,2,26,1
21821,30000,2,1,2,27,1
21822,200000,2,1,1,25,1
21823,180000,2,3,2,26,1
21824,120000,2,2,1,24,1
21825,290000,2,1,2,25,1
21826,90000,2,3,2,26,1
21827,260000,2,1,2,26,1
21828,230000,2,1,2,26,1
21829,270000,2,1,2,27,1
21830,280000,2,2,2,29,1
21831,110000,2,2,2,27,2
21832,60000,2,1,2,27,1
21833,70000,2,1,2,27,1
21834,100000,2,2,1,27,2
21835,140000,2,2,1,27,1
21836,50000,2,2,1,22,2
21837,80000,2,1,2,23,1
21838,40000,2,5,1,24,1
21839,140000,2,2,2,24,2
21840,200000,2,2,2,24,1
21841,50000,2,2,2,24,1
21842,80000,2,2,2,24,1
21843,270000,2,2,1,26,1
21844,70000,2,2,1,27,2
21845,200000,2,1,2,25,1
21846,170000,2,2,2,25,2
21847,420000,2,2,2,25,1
21848,50000,2,1,2,26,2
21849,140000,2,2,2,27,1
21850,130000,2,1,2,27,1
21851,270000,2,1,2,27,1
21852,80000,2,5,2,27,1
21853,160000,2,2,1,26,1
21854,130000,2,2,2,26,2
21855,160000,2,2,2,27,1
21856,180000,2,2,2,27,1
21857,180000,2,1,2,27,1
21858,210000,2,3,1,27,1
21859,150000,2,3,2,26,1
21860,360000,2,1,1,26,1
21861,470000,2,2,2,26,1
21862,40000,2,1,2,27,1
21863,200000,2,1,2,27,1
21864,150000,2,1,2,27,1
21865,90000,2,2,2,25,2
21866,60000,2,2,2,26,1
21867,80000,2,1,2,26,1
21868,160000,2,1,2,26,1
21869,130000,2,1,2,27,1
21870,70000,2,3,2,26,1
21871,170000,2,2,2,24,1
21872,50000,2,2,2,25,1
21873,100000,2,1,1,25,1
21874,130000,2,1,2,27,1
21875,60000,2,2,2,23,1
21876,290000,2,2,2,25,1
21877,50000,2,2,1,26,1
21878,140000,2,1,2,24,1
21879,120000,2,1,2,24,1
21880,190000,2,2,2,26,1
21881,30000,2,2,2,22,1
21882,160000,2,3,2,26,1
21883,230000,2,4,2,26,1
21884,130000,2,3,2,27,1
21885,340000,2,1,2,27,1
21886,230000,2,1,2,28,2
21887,90000,2,1,2,25,1
21888,300000,2,2,2,26,1
21889,110000,2,2,2,25,2
21890,140000,2,1,2,25,1
21891,180000,2,2,2,26,2
21892,70000,2,1,2,26,2
21893,180000,2,2,1,27,1
21894,150000,2,2,2,27,1
21895,30000,2,2,1,27,1
21896,230000,2,2,2,25,1
21897,180000,2,2,1,27,1
21898,150000,2,2,2,27,1
21899,40000,2,1,2,27,1
21900,40000,2,1,2,27,2
21901,120000,2,2,2,27,2
21902,140000,2,1,2,27,1
21903,80000,2,1,1,27,1
21904,420000,2,1,2,27,1
21905,180000,2,3,2,27,1
21906,90000,2,2,1,27,1
21907,330000,2,2,1,27,1
21908,260000,2,2,1,27,1
21909,200000,2,2,2,27,1
21910,30000,2,2,2,23,1
21911,300000,2,2,2,24,1
21912,130000,2,1,2,24,1
21913,30000,2,2,2,22,1
21914,30000,2,2,2,23,2
21915,130000,2,1,2,23,1
21916,190000,2,2,2,28,1
21917,230000,2,2,2,23,2
21918,50000,2,2,2,24,1
21919,70000,2,2,1,24,1
21920,50000,2,2,1,25,2
21921,60000,2,1,2,24,2
21922,150000,2,2,2,25,1
21923,240000,2,2,1,27,1
21924,110000,2,2,2,25,1
21925,110000,2,2,1,26,1
21926,50000,2,2,2,25,1
21927,210000,2,1,2,29,1
21928,160000,2,1,2,28,1
21929,120000,2,1,2,29,1
21930,130000,2,5,1,27,1
21931,170000,2,2,2,27,1
21932,120000,2,1,2,27,1
21933,170000,2,1,2,27,1
21934,290000,2,2,2,27,1
21935,70000,2,1,2,27,1
21936,140000,2,2,2,27,1
21937,180000,2,1,2,27,2
21938,200000,2,1,2,27,1
21939,90000,2,2,2,27,2
21940,80000,2,2,2,27,1
21941,130000,2,1,1,27,1
21942,20000,2,2,1,27,1
21943,200000,2,1,2,27,2
21944,200000,2,2,2,27,1
21945,120000,2,2,2,27,2
21946,60000,2,3,1,28,1
21947,340000,2,3,2,28,1
21948,150000,2,1,2,28,2
21949,160000,2,3,2,28,1
21950,200000,2,1,2,28,1
21951,50000,2,3,1,28,2
21952,170000,2,1,2,27,2
21953,280000,2,2,1,27,1
21954,270000,2,1,2,26,1
21955,120000,2,2,2,27,1
21956,280000,2,1,2,27,1
21957,50000,2,1,2,27,1
21958,200000,2,1,2,28,1
21959,50000,2,2,1,27,2
21960,150000,2,1,2,28,1
21961,50000,2,3,2,28,2
21962,150000,2,2,2,27,1
21963,150000,2,1,2,27,1
21964,90000,2,2,2,27,1
21965,500000,2,1,2,28,1
21966,300000,2,2,2,28,1
21967,240000,2,2,2,28,1
21968,120000,2,2,2,28,1
21969,120000,2,2,1,28,1
21970,390000,2,1,2,28,1
21971,200000,2,2,1,28,1
21972,80000,2,2,2,24,1
21973,20000,2,2,2,23,2
21974,50000,2,2,2,24,1
21975,70000,2,2,2,25,2
21976,170000,2,2,2,24,1
21977,80000,2,2,2,25,1
21978,310000,2,2,2,27,1
21979,230000,2,1,2,27,1
21980,20000,2,2,2,27,1
21981,270000,2,2,1,27,1
21982,230000,2,3,2,27,2
21983,230000,2,2,2,28,1
21984,200000,2,1,2,28,1
21985,30000,2,3,2,28,1
21986,300000,2,2,2,28,2
21987,500000,2,1,2,29,1
21988,170000,2,1,2,29,1
21989,200000,2,2,2,29,1
21990,500000,2,1,2,29,1
21991,50000,2,2,2,29,1
21992,150000,2,1,2,29,1
21993,100000,2,2,2,29,1
21994,150000,2,1,2,26,1
21995,170000,2,1,2,26,1
21996,100000,2,2,2,27,1
21997,160000,2,1,2,27,1
21998,90000,2,1,2,27,1
21999,190000,2,2,2,27,1
22000,200000,2,2,2,28,1
22001,50000,2,2,1,28,1
22002,260000,2,1,2,28,1
22003,250000,2,2,2,29,1
22004,230000,2,1,2,29,1
22005,240000,2,1,2,26,1
22006,110000,2,1,2,27,2
22007,60000,2,1,2,27,1
22008,80000,2,1,2,24,1
22009,230000,2,2,2,28,1
22010,210000,2,1,2,28,1
22011,100000,2,2,2,28,2
22012,50000,2,2,2,29,2
22013,50000,2,2,2,27,1
22014,40000,2,1,2,27,2
22015,90000,2,2,2,24,1
22016,70000,2,1,2,25,1
22017,30000,2,2,1,26,1
22018,170000,2,1,2,27,1
22019,80000,2,2,2,27,1
22020,140000,2,2,2,27,1
22021,30000,2,2,2,25,1
22022,40000,2,2,2,25,2
22023,50000,2,1,2,26,1
22024,230000,2,2,2,26,1
22025,60000,2,1,2,27,1
22026,60000,2,1,2,27,1
22027,250000,2,2,2,29,1
22028,240000,2,1,1,29,1
22029,310000,2,1,2,28,1
22030,320000,2,1,2,28,1
22031,20000,2,1,2,28,1
22032,300000,2,1,2,28,1
22033,50000,2,2,2,28,1
22034,570000,2,1,2,28,1
22035,160000,2,1,2,28,1
22036,230000,2,2,2,28,1
22037,250000,2,1,2,28,1
22038,80000,2,2,2,28,1
22039,60000,2,3,2,28,1
22040,90000,2,5,2,24,1
22041,150000,2,1,1,25,1
22042,90000,2,3,1,25,1
22043,150000,2,1,2,25,1
22044,150000,2,1,2,24,1
22045,400000,2,3,1,25,1
22046,200000,2,1,2,25,1
22047,210000,2,1,2,25,1
22048,140000,2,2,1,28,2
22049,220000,2,2,2,28,1
22050,250000,2,2,1,29,1
22051,120000,2,1,2,29,1
22052,200000,2,2,1,28,1
22053,50000,2,2,2,29,1
22054,50000,2,3,2,29,1
22055,230000,2,1,2,29,1
22056,100000,2,1,1,29,1
22057,50000,2,2,1,29,1
22058,330000,2,1,2,27,1
22059,90000,2,1,2,27,1
22060,150000,2,2,1,27,1
22061,70000,2,3,2,28,1
22062,80000,2,1,2,28,1
22063,130000,2,2,2,28,1
22064,130000,2,1,2,29,1
22065,140000,2,2,2,29,2
22066,240000,2,3,1,27,2
22067,160000,2,1,2,26,1
22068,50000,2,1,2,26,2
22069,500000,2,1,2,27,1
22070,260000,2,2,1,28,1
22071,100000,2,2,2,23,1
22072,130000,2,2,2,23,1
22073,80000,2,1,2,26,1
22074,400000,2,2,2,29,1
22075,360000,2,2,2,27,1
22076,190000,2,1,2,28,1
22077,90000,2,2,2,28,1
22078,50000,2,1,2,29,1
22079,80000,2,2,2,29,1
22080,120000,2,2,2,29,1
22081,100000,2,2,2,28,2
22082,170000,2,1,1,28,1
22083,90000,2,1,2,28,1
22084,400000,2,1,2,27,2
22085,230000,2,1,2,27,1
22086,260000,2,1,2,28,1
22087,110000,2,2,2,29,1
22088,500000,2,2,2,28,1
22089,90000,2,2,2,28,1
22090,60000,2,1,2,28,1
22091,320000,2,2,1,28,2
22092,320000,2,2,1,29,1
22093,190000,2,1,2,28,1
22094,80000,2,1,2,28,2
22095,230000,2,2,1,28,2
22096,310000,2,1,1,29,1
22097,260000,2,2,2,29,1
22098,200000,2,1,2,29,1
22099,200000,2,1,2,29,1
22100,200000,2,2,2,28,1
22101,50000,2,2,2,28,1
22102,50000,2,3,2,28,2
22103,50000,2,1,2,29,1
22104,240000,2,2,1,29,1
22105,100000,2,2,2,29,1
22106,230000,2,2,2,28,1
22107,230000,2,1,2,29,1
22108,240000,2,2,1,28,2
22109,150000,2,2,1,30,1
22110,150000,2,2,1,30,1
22111,200000,2,1,2,29,1
22112,60000,2,2,2,29,2
22113,50000,2,2,2,31,1
22114,140000,2,2,2,31,1
22115,220000,2,1,1,30,1
22116,300000,2,1,2,28,1
22117,300000,2,1,2,29,1
22118,200000,2,1,2,29,1
22119,80000,2,2,3,29,1
22120,430000,2,2,2,29,2
22121,60000,2,2,3,29,1
22122,170000,2,2,2,29,1
22123,50000,2,2,2,29,1
22124,420000,2,2,2,26,1
22125,80000,2,2,2,26,2
22126,230000,2,1,2,27,2
22127,270000,2,2,2,29,1
22128,500000,2,1,2,28,1
22129,220000,2,2,2,28,1
22130,180000,2,3,2,24,1
22131,50000,2,2,2,23,1
22132,20000,2,5,2,22,1
22133,20000,2,1,2,24,1
22134,80000,2,1,2,22,1
22135,120000,2,2,1,23,1
22136,40000,2,1,2,23,1
22137,100000,2,2,1,42,1
22138,90000,2,2,2,25,1
22139,160000,2,2,2,24,1
22140,100000,2,1,2,24,1
22141,230000,2,1,2,25,1
22142,60000,2,1,2,28,1
22143,300000,2,1,1,26,1
22144,140000,2,2,1,29,1
22145,300000,2,1,2,29,2
22146,60000,2,1,2,29,1
22147,360000,2,2,2,29,1
22148,100000,2,1,2,29,1
22149,100000,2,2,2,29,1
22150,320000,2,1,2,29,1
22151,500000,2,2,2,29,1
22152,180000,2,1,2,30,1
22153,280000,2,2,1,30,2
22154,140000,2,2,1,30,1
22155,200000,2,2,1,30,1
22156,270000,2,1,2,30,1
22157,230000,2,1,1,30,1
22158,210000,2,1,2,29,1
22159,170000,2,1,2,29,1
22160,230000,2,1,2,29,1
22161,300000,2,2,2,29,1
22162,150000,2,3,2,29,1
22163,360000,2,1,2,29,1
22164,110000,2,2,2,29,2
22165,150000,2,1,3,30,1
22166,50000,2,1,2,27,1
22167,170000,2,1,2,27,1
